"name","H","epoch","e","a","i","om","w","class","albedo","diameter","ma"
,16.13,2460600.5,0.0987,2.998,9.36,225.63,83.30,MBA,,,212.72
,15.45,2460600.5,0.1168,3.167,10.86,202.62,103.63,MBA,0.056,4.911,145.20
,16.58,2460600.5,0.1716,2.753,3.87,87.75,185.27,MBA,0.091,2.206,91.51
,16.00,2460600.5,0.1168,2.751,15.11,57.64,335.58,MBA,0.052,4.635,352.21
,16.58,2460600.5,0.0401,2.695,3.57,53.26,261.28,MBA,0.065,2.743,88.36
,14.88,2460600.5,0.1164,3.533,11.02,102.97,282.26,OMB,0.042,7.074,243.57
,16.22,2460600.5,0.0856,2.702,3.79,115.14,150.83,MBA,0.103,2.733,136.92
,16.11,2460600.5,0.0919,3.132,6.69,105.69,12.24,MBA,0.028,4.591,68.74
,16.52,2460600.5,0.0710,2.732,9.26,165.20,233.13,MBA,0.076,2.648,344.81
,15.35,2460600.5,0.1808,3.021,12.40,66.99,225.55,MBA,0.131,3.195,227.44
,15.20,2460600.5,0.1100,3.19,12.08,105.01,266.82,MBA,,,77.93
,15.75,2460600.5,0.2443,3.043,11.35,242.96,103.35,MBA,0.045,4.966,170.89
,16.14,2460600.5,0.1921,2.648,4.10,341.82,353.73,MBA,0.280,1.661,107.68
,16.19,2460600.5,0.2849,2.693,12.13,276.50,33.68,MBA,,,82.76
,15.48,2460600.5,0.1316,3.324,9.88,208.60,84.00,OMB,0.041,5.711,70.34
,16.02,2460600.5,0.1336,2.681,15.07,315.00,334.55,MBA,0.076,3.051,114.79
,16.06,2460600.5,0.5240,2.674,15.89,251.05,146.67,AMO,0.139,2.123,53.30
,16.26,2460600.5,0.0940,2.695,5.94,338.44,356.36,MBA,0.061,3.235,68.99
,16.48,2460600.5,0.0547,2.712,3.93,269.79,66.94,MBA,0.044,3.337,52.99
,16.86,2460600.5,0.2141,2.725,1.77,177.74,183.52,MBA,0.065,2.392,19.81
,15.91,2460600.5,0.1276,2.688,15.48,85.87,262.87,MBA,0.158,2.422,76.94
,15.92,2460600.5,0.0867,3.134,8.64,216.32,83.95,MBA,,,162.54
,17.34,2460600.5,0.1656,2.869,0.48,9.16,218.06,MBA,0.034,2.622,358.12
,16.75,2460600.5,0.0578,2.777,3.48,59.41,1.40,MBA,0.035,3.079,309.17
,15.85,2460600.5,0.1604,2.65,13.53,243.84,122.71,MBA,0.234,2.083,85.53
,16.92,2460600.5,0.0632,2.174,8.25,274.68,64.99,MBA,0.063,2.663,290.55
,15.40,2460600.5,0.1918,3.154,17.60,63.71,228.18,MBA,,,162.04
,16.54,2460600.5,0.0792,2.772,4.48,306.80,31.50,MBA,0.043,3.221,27.40
,16.81,2460600.5,0.2032,2.779,2.98,122.05,169.98,MBA,0.095,2.166,47.43
,16.20,2460600.5,0.2126,2.69,11.10,42.05,333.76,MBA,0.223,2.137,54.43
,15.43,2460600.5,0.2124,3.105,17.60,147.98,227.73,MBA,0.068,4.873,128.95
,15.78,2460600.5,0.1307,3.023,10.16,227.84,76.56,MBA,,,254.32
,16.11,2460600.5,0.0976,2.55,9.81,292.57,350.02,MBA,0.049,4.149,347.24
,16.25,2460600.5,0.1229,2.757,6.84,155.75,196.47,MBA,0.068,3.228,16.83
,16.23,2460600.5,0.0313,2.794,3.29,261.93,194.64,MBA,0.050,4.110,251.14
,15.83,2460600.5,0.0457,2.967,8.16,81.64,333.64,MBA,0.036,5.866,201.03
,15.03,2460600.5,0.0821,3.46,8.15,283.46,253.63,OMB,0.057,5.555,214.93
,15.22,2460600.5,0.0872,3.121,13.50,108.65,246.73,MBA,0.147,3.465,188.95
,16.16,2460600.5,0.1565,3.096,4.42,140.17,215.44,MBA,0.036,4.026,205.53
,15.23,2460600.5,0.1734,3.136,9.67,236.31,19.25,MBA,0.043,6.141,252.30
,14.78,2460600.5,0.1793,3.018,17.95,272.00,85.20,MBA,0.044,7.014,155.61
,15.26,2460600.5,0.0971,3.362,8.91,123.92,161.18,OMB,0.099,4.223,150.19
,17.68,2460600.5,0.2063,2.328,4.49,316.20,129.98,MBA,0.078,1.578,32.32
,17.34,2460600.5,0.0502,1.904,23.89,144.21,186.81,IMB,,,77.14
,17.33,2460600.5,0.0524,1.91,23.93,157.58,43.95,IMB,,,206.84
,15.91,2460600.5,0.1604,2.698,12.01,159.28,55.51,MBA,0.029,5.367,317.39
,17.00,2460600.5,0.1023,2.532,4.16,147.56,117.87,MBA,0.040,3.054,43.17
,16.73,2460600.5,0.1182,2.744,4.54,348.33,345.58,MBA,0.042,3.119,145.06
,16.57,2460600.5,0.1656,2.856,8.28,174.35,71.17,MBA,0.022,4.470,186.15
,16.01,2460600.5,0.1263,3.091,4.68,91.18,212.27,MBA,0.038,4.483,345.95
,16.78,2460600.5,0.0542,2.766,1.52,116.26,189.41,MBA,0.042,3.105,171.07
,17.60,2460600.5,0.0379,1.941,22.53,181.42,39.28,IMB,,,142.69
,16.71,2460600.5,0.0202,2.778,4.38,13.45,234.65,MBA,0.047,2.805,229.68
,17.34,2460600.5,0.0884,2.76,1.18,91.10,271.17,MBA,0.024,2.598,121.02
,16.81,2460600.5,0.1306,2.577,8.12,338.08,276.12,MBA,0.028,3.321,28.53
,15.38,2460600.5,0.0789,3.084,9.62,33.36,330.29,MBA,0.177,3.307,292.62
,15.97,2460600.5,0.2189,2.666,13.20,135.01,41.89,MBA,0.065,3.768,28.82
,15.39,2460600.5,0.1739,3.204,21.62,26.07,226.80,OMB,0.044,5.278,354.52
,15.02,2460600.5,0.1784,3.176,28.14,220.78,32.90,MBA,0.061,5.889,2.24
,16.42,2460600.5,0.1439,2.679,12.67,48.88,166.51,MBA,0.054,3.134,352.04
,17.84,2460600.5,0.1134,2.206,4.22,71.34,23.61,MBA,0.053,1.594,227.32
,16.06,2460600.5,0.1472,3.133,5.90,242.94,49.42,MBA,0.026,5.481,358.35
,15.87,2460600.5,0.1919,3.02,7.92,218.07,48.20,MBA,0.021,6.919,89.07
,16.55,2460600.5,0.0625,2.743,4.91,200.05,303.03,MBA,0.043,3.683,9.19
Freistetter,15.12,2460600.5,0.1956,3.179,30.53,55.45,210.38,MBA,0.031,7.181,346.56
,17.93,2460600.5,0.1702,2.401,4.28,219.91,301.53,MBA,0.040,1.927,284.86
,16.60,2460600.5,0.1477,2.77,7.86,183.99,17.85,MBA,,,289.47
,17.55,2460600.5,0.1484,2.222,6.43,70.31,209.28,MBA,,,54.31
,15.89,2460600.5,0.0911,3.038,9.99,41.57,188.43,MBA,0.039,4.858,97.04
,16.58,2460600.5,0.2505,2.374,9.09,78.17,260.56,MBA,0.043,2.918,200.94
,15.53,2460600.5,0.0541,3.172,10.26,39.65,155.03,MBA,0.056,4.660,66.24
,15.63,2460600.5,0.1221,2.882,18.26,80.73,150.59,MBA,0.072,4.743,208.70
,16.16,2460600.5,0.0149,3.146,9.38,198.61,126.04,MBA,0.021,4.599,319.58
,17.08,2460600.5,0.0884,2.307,5.20,214.07,244.60,MBA,,,175.16
,16.05,2460600.5,0.1460,2.566,9.85,76.67,235.68,MBA,0.071,3.144,58.56
,12.45,2460600.5,0.0485,5.225,17.22,57.11,340.49,TJN,0.059,18.099,78.01
,15.17,2460600.5,0.3345,2.768,32.95,28.62,297.54,MBA,0.119,3.260,276.18
,16.39,2460600.5,0.0237,2.55,7.23,304.73,115.29,MBA,0.083,2.788,335.83
,18.08,2460600.5,0.2359,2.294,2.63,190.00,89.20,MBA,,,7.67
,12.60,2460600.5,0.0712,5.269,17.83,69.76,271.24,TJN,0.074,16.898,132.87
,16.27,2460600.5,0.1204,2.781,9.65,50.18,282.67,MBA,0.042,3.725,256.92
,17.53,2460600.5,0.1906,2.265,8.27,93.30,213.40,MBA,,,32.17
,17.02,2460600.5,0.1994,2.381,2.42,92.53,252.26,MBA,,,240.52
,17.02,2460600.5,0.0109,2.369,8.82,174.40,195.05,MBA,,,225.87
,16.12,2460600.5,0.0758,2.76,4.08,255.73,66.33,MBA,0.066,3.575,281.22
Dirlewanger,17.50,2460600.5,0.1895,2.331,1.74,284.56,352.54,MBA,,,351.79
,16.83,2460600.5,0.1191,2.342,5.98,213.91,88.04,MBA,,,317.03
Klauswerner,16.01,2460600.5,0.0754,2.973,10.14,218.91,166.40,MBA,0.029,4.943,82.62
Batavia,16.67,2460600.5,0.0323,2.683,6.69,235.10,66.52,MBA,0.038,3.136,0.26
,15.90,2460600.5,0.0916,2.725,12.31,3.93,278.63,MBA,0.081,3.381,346.96
,17.20,2460600.5,0.1798,2.279,3.46,231.99,122.93,MBA,,,336.26
,18.04,2460600.5,0.2636,2.199,6.54,214.53,88.05,MCA,,,115.41
,17.51,2460600.5,0.2354,2.24,6.32,200.23,95.81,MBA,0.047,2.025,74.17
,16.12,2460600.5,0.0322,3.01,3.54,180.76,71.55,MBA,0.027,5.089,212.64
,16.13,2460600.5,0.0571,2.738,6.48,288.88,189.10,MBA,0.075,3.208,168.16
,15.66,2460600.5,0.0906,3.168,8.14,329.89,59.44,MBA,0.055,4.733,349.05
,17.26,2460600.5,0.2422,2.334,1.46,269.62,62.80,MBA,,,303.55
,16.86,2460600.5,0.2002,2.649,1.53,221.17,87.31,MBA,0.038,3.103,21.60
,17.57,2460600.5,0.1983,2.313,2.52,194.90,112.64,MBA,,,345.89
,17.70,2460600.5,0.2178,2.296,1.77,150.15,124.97,MBA,,,30.25
Hansludwig,16.92,2460600.5,0.1781,2.33,1.55,244.02,80.36,MBA,,,320.90
,17.12,2460600.5,0.1605,2.392,4.04,192.36,168.71,MBA,,,220.07
,16.86,2460600.5,0.1101,2.351,6.62,182.38,101.04,MBA,,,327.62
,17.24,2460600.5,0.1503,2.328,6.08,171.37,133.83,MBA,,,330.26
,15.96,2460600.5,0.1683,2.7,8.10,223.43,169.99,MBA,0.065,3.948,290.34
,16.25,2460600.5,0.2909,2.594,12.51,167.25,141.39,MBA,0.078,3.004,66.86
,16.41,2460600.5,0.1235,2.39,6.73,45.90,248.71,MBA,,,273.25
,17.52,2460600.5,0.2156,2.276,4.42,189.04,69.75,MBA,,,58.76
,17.41,2460600.5,0.1649,2.426,0.50,256.99,13.36,MBA,,,263.96
,16.70,2460600.5,0.0643,2.766,3.86,356.29,319.74,MBA,0.043,3.223,289.50
,15.51,2460600.5,0.1193,2.979,7.62,255.09,235.82,MBA,0.166,3.114,357.85
,16.50,2460600.5,0.0894,2.718,4.39,344.61,310.42,MBA,0.067,2.828,348.32
,15.38,2460600.5,0.0243,3.217,14.28,191.99,184.08,OMB,0.040,5.778,336.32
,15.96,2460600.5,0.1257,3.11,4.63,7.82,89.85,MBA,0.045,4.401,328.71
,17.26,2460600.5,0.1511,2.412,1.52,315.05,315.84,MBA,,,281.39
,16.38,2460600.5,0.1100,2.381,7.89,94.91,181.73,MBA,,,301.89
,17.64,2460600.5,0.1786,2.38,2.42,75.23,224.35,MBA,,,286.17
,15.51,2460600.5,0.1121,3.099,17.12,158.85,236.66,MBA,0.047,5.090,13.51
,16.62,2460600.5,0.2460,2.183,6.67,98.28,208.24,MCA,,,136.46
,16.06,2460600.5,0.1073,2.857,12.56,197.02,83.10,MBA,0.025,4.847,270.45
,15.98,2460600.5,0.2317,3.125,10.27,168.60,248.04,MBA,0.029,5.411,356.49
,15.20,2460600.5,0.1945,3.086,22.03,130.70,248.64,MBA,0.048,6.079,34.45
,15.05,2460600.5,0.1393,3.139,24.72,140.82,244.01,MBA,0.063,6.075,4.29
,15.76,2460600.5,0.1037,3.089,8.16,25.30,355.28,MBA,0.033,5.083,31.93
,15.96,2460600.5,0.1580,3.21,5.36,152.31,292.54,OMB,0.057,4.235,284.62
,16.19,2460600.5,0.1576,2.706,10.28,36.49,202.77,MBA,0.070,3.166,60.76
,17.04,2460600.5,0.1895,2.409,3.27,82.33,186.88,MBA,,,289.64
,16.53,2460600.5,0.1239,2.308,8.53,23.13,263.35,MBA,0.127,1.839,356.85
,16.54,2460600.5,0.1453,2.353,7.22,103.23,246.62,MBA,,,267.03
,16.21,2460600.5,0.1187,2.688,8.62,113.63,230.21,MBA,0.048,3.838,326.24
,16.92,2460600.5,0.0260,2.888,1.73,20.85,283.41,MBA,0.031,3.122,230.01
,16.33,2460600.5,0.0091,2.79,5.64,218.88,84.82,MBA,,,303.22
,15.53,2460600.5,0.1087,3.127,10.55,331.30,60.59,MBA,0.057,5.555,14.64
,15.47,2460600.5,0.0934,3.169,7.62,298.73,113.02,MBA,0.051,5.357,334.30
,17.29,2460600.5,0.2459,2.333,5.43,66.50,270.68,MBA,,,304.22
,15.68,2460600.5,0.1099,2.616,14.14,210.86,99.05,MBA,,,80.69
,17.00,2460600.5,0.2111,2.359,3.08,40.31,266.40,MBA,,,309.13
,16.82,2460600.5,0.1996,2.37,3.44,118.37,192.23,MBA,,,292.07
,17.39,2460600.5,0.4155,2.137,7.36,284.09,16.03,AMO,0.280,0.912,211.69
,15.38,2460600.5,0.1265,3.001,9.91,283.52,115.72,MBA,0.082,4.428,76.65
,15.20,2460600.5,0.1766,3.212,27.35,54.00,311.67,OMB,0.054,5.199,2.23
,15.70,2460600.5,0.1093,3.134,12.04,33.33,209.52,MBA,0.061,4.458,169.20
,17.13,2460600.5,0.0562,2.614,0.37,341.99,327.56,MBA,,,86.98
,16.52,2460600.5,0.2000,2.63,10.51,208.71,110.83,MBA,0.052,3.109,50.52
,15.21,2460600.5,0.0790,3.21,14.09,50.95,194.92,OMB,0.059,5.471,139.03
,16.13,2460600.5,0.0579,3.07,2.51,257.26,287.93,MBA,0.073,3.102,270.29
,16.76,2460600.5,0.0510,2.771,1.78,98.23,201.71,MBA,0.041,3.220,341.20
,17.77,2460600.5,0.1968,2.393,1.84,207.50,111.49,MBA,,,257.63
,17.41,2460600.5,0.1883,2.381,3.87,96.75,231.44,MBA,,,267.17
,17.47,2460600.5,0.1888,2.293,2.26,230.84,74.55,MBA,0.047,1.765,31.97
,12.65,2460600.5,0.1046,5.235,35.88,139.51,246.71,TJN,0.041,18.125,97.92
,15.80,2460600.5,0.0733,3.063,9.96,4.42,353.68,MBA,0.028,6.040,82.65
,16.51,2460600.5,0.0590,2.688,2.04,257.87,145.24,MBA,,,299.19
,17.23,2460600.5,0.1012,2.641,3.19,97.23,216.44,MBA,,,57.43
,17.20,2460600.5,0.2458,2.407,4.14,259.99,57.21,MBA,0.038,2.706,234.19
,15.84,2460600.5,0.1373,3.1,4.83,130.97,235.79,MBA,0.035,5.382,58.16
,16.66,2460600.5,0.0745,2.636,3.28,45.36,183.83,MBA,,,139.72
,15.65,2460600.5,0.1114,3.082,7.35,245.55,147.17,MBA,0.079,4.317,36.26
,16.17,2460600.5,0.1730,2.772,12.35,212.33,226.78,MBA,,,203.03
,16.00,2460600.5,0.1234,2.58,14.97,202.93,77.17,MBA,,,146.08
,17.35,2460600.5,0.2003,2.373,2.62,99.10,214.37,MBA,,,291.38
,17.13,2460600.5,0.2346,2.355,3.42,68.12,256.92,MBA,,,296.22
,16.51,2460600.5,0.0070,2.86,3.15,79.04,76.40,MBA,,,69.37
,16.35,2460600.5,0.0528,2.738,3.36,54.46,239.08,MBA,,,9.97
,15.41,2460600.5,0.1102,3.109,9.54,322.45,87.19,MBA,0.032,6.791,13.54
,16.04,2460600.5,0.0155,3.241,7.48,193.34,213.19,OMB,0.027,5.383,319.89
,16.49,2460600.5,0.0724,2.643,3.29,60.19,244.96,MBA,,,73.37
,15.18,2460600.5,0.2230,3.167,21.14,238.56,202.47,MBA,0.054,6.273,336.14
,17.14,2460600.5,0.2154,2.341,1.58,124.41,173.21,MBA,,,331.80
,15.60,2460600.5,0.1117,3,9.54,46.12,281.95,MBA,0.035,6.180,140.21
,16.67,2460600.5,0.1306,2.691,3.13,226.51,155.61,MBA,,,307.98
,16.41,2460600.5,0.0739,2.799,4.95,45.86,280.90,MBA,0.040,4.326,278.43
,15.99,2460600.5,0.0035,2.988,10.03,356.93,222.68,MBA,0.040,4.764,269.36
,15.90,2460600.5,0.0618,2.73,3.76,304.73,29.65,MBA,0.062,4.238,333.50
,15.87,2460600.5,0.1038,3.067,8.01,241.01,228.27,MBA,0.036,5.581,358.37
,16.30,2460600.5,0.0606,2.804,3.29,263.96,46.84,MBA,0.047,3.862,309.62
,16.14,2460600.5,0.0960,2.773,4.31,217.90,27.38,MBA,,,31.78
,15.68,2460600.5,0.1709,3.202,13.10,50.12,28.83,OMB,0.038,5.904,318.12
,16.55,2460600.5,0.0683,2.666,5.31,261.15,302.88,MBA,,,143.67
,17.40,2460600.5,0.1689,2.324,3.56,101.37,190.60,MBA,0.112,1.512,9.77
,15.34,2460600.5,0.0820,3.091,11.46,104.67,244.01,MBA,0.044,5.786,70.55
,15.79,2460600.5,0.0646,3.086,11.61,56.88,296.03,MBA,0.058,4.577,96.82
,15.72,2460600.5,0.0153,3.107,9.07,237.82,59.72,MBA,0.040,5.762,139.25
,16.38,2460600.5,0.0990,3.236,1.17,65.76,42.01,OMB,,,283.45
,15.20,2460600.5,0.2622,2.782,22.68,117.87,220.00,MBA,0.118,3.699,279.97
,15.85,2460600.5,0.1831,2.471,11.67,74.72,285.97,MBA,,,151.96
,16.33,2460600.5,0.0517,3.057,3.32,233.26,221.04,MBA,0.027,4.458,24.61
,15.64,2460600.5,0.1104,3.028,9.87,233.99,253.91,MBA,,,8.43
,15.89,2460600.5,0.1654,2.556,5.16,188.36,90.90,MBA,,,165.56
,15.63,2460600.5,0.1758,2.541,13.36,6.48,283.67,MBA,0.163,2.618,162.60
,15.24,2460600.5,0.0775,3.242,11.60,238.39,174.79,OMB,0.043,6.377,296.42
,16.33,2460600.5,0.0462,2.866,2.87,142.43,167.73,MBA,,,271.50
,15.36,2460600.5,0.0614,3.178,10.66,84.97,216.68,MBA,0.057,5.098,93.91
,15.72,2460600.5,0.1555,3.091,6.02,88.14,215.37,MBA,0.063,4.220,124.43
,17.05,2460600.5,0.1495,2.569,15.65,54.54,282.38,MBA,,,90.44
Kubanchoria,15.31,2460600.5,0.0841,3.172,9.27,301.18,92.61,MBA,0.034,6.324,358.96
,16.80,2460600.5,0.2402,2.339,11.26,133.99,182.67,MBA,0.044,2.674,321.25
,16.51,2460600.5,0.1881,2.591,14.45,86.38,290.18,MBA,,,45.86
,16.90,2460600.5,0.1180,2.333,4.06,130.00,151.18,MBA,,,347.90
,16.85,2460600.5,0.0650,2.62,4.17,167.04,231.69,MBA,,,336.71
,15.82,2460600.5,0.0584,2.965,8.43,120.45,259.16,MBA,0.055,4.521,128.81
,17.21,2460600.5,0.0796,2.676,2.50,239.41,65.22,MBA,,,40.77
,16.72,2460600.5,0.0525,2.789,3.62,220.85,204.72,MBA,0.035,3.454,196.95
,15.36,2460600.5,0.0647,3.015,11.36,71.29,12.55,MBA,,,65.88
,17.04,2460600.5,0.1370,2.223,9.80,87.68,247.82,MBA,0.246,1.283,105.93
,15.47,2460600.5,0.0625,3.09,4.23,249.79,333.68,MBA,0.074,4.257,211.91
,16.23,2460600.5,0.1966,2.547,2.70,207.51,77.87,MBA,,,167.45
,16.25,2460600.5,0.0618,2.857,6.36,72.46,297.47,MBA,,,223.42
,15.38,2460600.5,0.1089,3.135,15.48,128.02,228.57,MBA,0.039,5.841,43.90
,15.36,2460600.5,0.0748,3.033,16.60,101.30,232.39,MBA,0.047,5.621,145.80
,14.54,2460600.5,0.0595,2.664,28.73,276.16,1.20,MBA,0.053,7.369,137.28
,15.13,2460600.5,0.1915,3.215,18.59,72.50,272.45,OMB,0.044,6.647,27.84
,17.01,2460600.5,0.0218,2.656,1.93,224.75,194.45,MBA,,,298.78
,15.41,2460600.5,0.0668,3.19,11.81,70.46,272.59,MBA,0.064,4.803,64.83
,17.38,2460600.5,0.1424,2.314,2.91,209.47,211.73,MBA,0.036,2.315,291.97
,15.37,2460600.5,0.0574,3.196,4.99,290.70,293.50,MBA,0.086,4.535,171.50
,15.78,2460600.5,0.0485,3.15,14.37,127.59,314.23,MBA,0.057,4.254,332.96
,15.59,2460600.5,0.2314,3.131,26.53,62.43,269.34,MBA,0.062,4.450,86.72
,15.22,2460600.5,0.0461,3.083,8.94,265.51,265.00,MBA,0.124,4.137,296.94
,15.21,2460600.5,0.0199,3.05,9.95,246.06,186.87,MBA,0.062,5.606,9.51
,15.90,2460600.5,0.1083,3.105,5.85,67.79,41.90,MBA,,,348.67
,15.97,2460600.5,0.0298,2.76,5.73,226.04,199.45,MBA,,,229.40
,15.36,2460600.5,0.0561,3.136,10.98,279.58,340.96,MBA,0.107,4.249,156.61
,15.60,2460600.5,0.1497,3.095,11.29,287.87,55.13,MBA,0.060,4.952,89.87
,15.46,2460600.5,0.0574,3.196,8.84,286.44,170.47,MBA,0.031,5.752,296.17
,16.71,2460600.5,0.0650,2.794,3.05,317.09,312.86,MBA,,,5.21
,16.29,2460600.5,0.2128,2.604,2.89,162.05,191.17,MBA,0.039,3.265,57.75
,15.59,2460600.5,0.0746,3.108,18.02,76.32,8.61,MBA,0.065,4.335,19.61
,16.96,2460600.5,0.1859,2.682,2.59,59.73,260.47,MBA,,,29.78
,15.07,2460600.5,0.0541,3.395,9.19,244.21,132.77,OMB,0.043,7.011,296.19
,15.89,2460600.5,0.1910,2.66,13.96,68.20,253.26,MBA,,,52.74
,17.01,2460600.5,0.1079,2.353,6.61,76.31,346.30,MBA,0.053,2.520,253.32
,15.04,2460600.5,0.1258,3.228,18.07,238.93,71.89,OMB,0.041,7.568,57.34
,15.94,2460600.5,0.1831,2.572,4.86,124.47,199.76,MBA,,,115.19
,16.46,2460600.5,0.0788,2.868,1.05,258.35,120.94,MBA,,,219.26
,16.06,2460600.5,0.1148,2.658,12.07,308.59,84.33,MBA,0.078,3.295,53.60
,16.36,2460600.5,0.1196,3.22,1.12,26.26,161.28,OMB,,,222.20
,15.83,2460600.5,0.0377,3.107,11.14,62.25,80.73,MBA,,,315.48
,15.64,2460600.5,0.0317,3.103,8.79,67.72,42.80,MBA,,,358.81
,14.43,2460600.5,0.0711,3.25,20.19,278.35,66.67,OMB,0.051,8.112,11.30
,16.37,2460600.5,0.0616,2.715,6.64,143.81,214.42,MBA,,,331.42
,16.46,2460600.5,0.0556,2.711,4.99,308.57,293.40,MBA,0.042,3.423,157.90
,15.49,2460600.5,0.1658,2.68,14.64,109.01,202.90,MBA,0.247,2.441,37.53
,15.30,2460600.5,0.0543,3.068,9.12,267.83,202.17,MBA,,,14.88
,16.48,2460600.5,0.0959,2.771,4.28,115.68,219.45,MBA,,,321.50
,16.77,2460600.5,0.1673,2.573,12.47,247.36,54.34,MBA,,,126.45
,15.80,2460600.5,0.0702,3.028,7.05,251.27,90.67,MBA,,,151.93
,16.35,2460600.5,0.1045,2.772,7.06,62.49,243.53,MBA,0.052,3.520,336.19
,15.79,2460600.5,0.0906,3.19,18.01,58.51,79.70,MBA,,,275.41
,14.73,2460600.5,0.0822,3.156,16.33,258.81,353.81,MBA,0.067,7.431,192.06
,16.85,2460600.5,0.1009,2.775,5.43,60.34,229.89,MBA,0.045,2.879,351.56
,16.02,2460600.5,0.0078,2.96,12.70,55.29,92.07,MBA,0.047,4.249,35.65
,15.36,2460600.5,0.0815,3.125,12.96,173.32,75.76,MBA,0.052,5.299,273.93
Korkosz,16.19,2460600.5,0.0178,2.632,11.46,108.91,324.10,MBA,0.052,4.013,23.55
,14.77,2460600.5,0.0630,3.248,26.74,107.35,264.49,OMB,0.107,5.860,44.67
,16.18,2460600.5,0.1886,2.551,10.14,125.10,212.14,MBA,,,119.63
,16.39,2460600.5,0.0333,2.724,5.32,146.92,163.49,MBA,0.072,2.852,80.21
,15.36,2460600.5,0.0185,3.127,15.59,64.01,26.57,MBA,0.048,5.767,6.36
,14.88,2460600.5,0.1249,3.955,9.29,133.17,56.70,OMB,0.079,5.193,353.44
,16.07,2460600.5,0.1559,2.721,8.90,112.86,199.45,MBA,0.224,2.035,73.77
,15.81,2460600.5,0.1010,2.634,14.55,319.53,59.47,MBA,,,79.63
,15.38,2460600.5,0.0334,3.131,16.58,138.12,109.75,MBA,,,251.43
,16.59,2460600.5,0.0833,2.993,1.80,165.31,94.56,MBA,0.038,3.588,324.73
,15.46,2460600.5,0.1408,2.982,15.46,107.60,216.13,MBA,0.035,5.878,228.33
,15.62,2460600.5,0.0963,3.092,12.54,148.05,101.95,MBA,0.049,4.574,293.67
,15.44,2460600.5,0.0498,3.079,11.06,108.00,351.47,MBA,,,64.55
,15.19,2460600.5,0.0891,3.146,25.86,318.16,255.75,MBA,0.059,5.481,296.66
,16.31,2460600.5,0.1444,3.168,0.35,243.96,36.52,MBA,0.060,3.133,218.88
,16.16,2460600.5,0.0734,2.848,9.93,132.22,261.14,MBA,0.050,3.733,290.22
,15.81,2460600.5,0.2151,3.075,2.61,99.11,142.47,MBA,0.100,3.047,281.89
,15.54,2460600.5,0.1799,3.154,11.08,110.42,126.41,MBA,0.035,5.614,261.63
,16.77,2460600.5,0.0917,2.547,11.47,102.91,329.06,MBA,0.046,2.706,82.17
,15.76,2460600.5,0.0780,3.089,4.20,92.76,187.32,MBA,0.060,4.520,269.28
,15.36,2460600.5,0.1057,3.095,18.00,145.00,234.71,MBA,,,153.81
,16.37,2460600.5,0.1531,2.892,3.35,218.03,117.75,MBA,0.081,2.447,321.07
,15.71,2460600.5,0.0494,3.194,10.77,182.07,110.00,MBA,0.070,4.193,207.87
Fauvaud,15.38,2460600.5,0.0391,3.48,9.10,112.00,162.45,OMB,0.053,5.017,84.33
,15.84,2460600.5,0.0675,2.878,11.58,17.34,24.03,MBA,0.048,5.042,259.76
,15.09,2460600.5,0.1912,3.118,27.49,105.35,77.77,MBA,0.067,5.632,337.07
,15.58,2460600.5,0.1358,3.07,12.12,148.81,155.31,MBA,0.071,4.347,250.22
,16.53,2460600.5,0.0887,2.768,6.53,87.98,297.99,MBA,0.042,3.419,343.94
,16.21,2460600.5,0.1093,2.776,3.70,294.31,25.95,MBA,0.082,3.074,32.06
,15.80,2460600.5,0.1162,2.99,5.81,157.73,297.66,MBA,0.040,5.024,154.13
,16.91,2460600.5,0.1760,2.262,5.89,105.72,152.09,MBA,,,254.89
,15.72,2460600.5,0.0449,3.089,11.79,89.73,51.07,MBA,,,333.55
,15.49,2460600.5,0.0366,3.24,8.90,179.03,202.64,OMB,0.052,5.580,120.68
,16.02,2460600.5,0.1998,3.184,12.69,141.98,99.72,MBA,0.038,4.491,242.43
,15.55,2460600.5,0.1055,3.078,16.40,152.16,189.68,MBA,0.049,4.985,220.10
,15.92,2460600.5,0.0562,2.976,13.48,187.10,281.61,MBA,0.040,5.046,144.67
,15.69,2460600.5,0.5570,2.498,12.03,206.95,194.88,AMO,,,136.71
,15.99,2460600.5,0.1801,3.126,4.63,327.23,326.23,MBA,0.036,4.424,239.62
,15.36,2460600.5,0.0458,3.168,12.22,101.64,177.99,MBA,0.092,3.994,246.19
,17.59,2460600.5,0.1761,2.316,4.14,32.93,272.47,MBA,0.054,1.892,153.25
,16.16,2460600.5,0.1527,2.941,12.25,5.87,11.33,MBA,0.082,3.061,259.50
,16.96,2460600.5,0.2431,2.572,5.21,154.39,162.67,MBA,0.060,2.485,275.18
,16.89,2460600.5,0.1591,2.537,5.83,85.48,207.63,MBA,,,334.27
,17.48,2460600.5,0.1999,2.421,3.28,115.65,171.34,MBA,,,92.57
,17.50,2460600.5,0.1980,2.387,3.53,38.11,299.60,MBA,0.057,1.849,55.68
,16.98,2460600.5,0.1850,2.639,2.24,165.61,123.96,MBA,0.034,2.884,257.53
,16.68,2460600.5,0.2230,2.633,15.02,173.45,179.16,MBA,0.075,2.432,218.72
,15.86,2460600.5,0.0936,2.772,10.39,304.72,244.27,MBA,0.076,3.837,295.91
,15.64,2460600.5,0.2297,3.181,15.61,153.25,139.15,MBA,0.029,5.887,337.79
